treatment,value,value_log,value_std,value_sqrt,plot_name,plot_type,year,grazer,f_year,f_break,f_new,f_one_yr,f_two_yr,met_sub
Grazed,13,2.5649494343846104,1.959412667964351,3.605551275463989,p12,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,10,2.3025851929940404,1.114838242117648,3.1622776601683795,p12,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,10,2.3025851929940404,1.114838242117648,3.1622776601683795,p12,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,15,2.7080502677688743,2.5224622851954868,3.872983346207417,p12,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,13,2.5649494343846104,1.959412667964351,3.605551275463989,p12,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,10,2.3025851929940404,1.114838242117648,3.1622776601683795,p13,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,12,2.48490673312133,1.6778878593487834,3.4641016151377544,p13,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,11,2.397895363707457,1.3963630507332156,3.3166247903554,p13,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,14,2.6390574010438272,2.240937476579919,3.7416573867739413,p13,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p13,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,18,2.890371813451719,3.3670367110421897,4.242640687119285,p13,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,1,9.999994999180668e-7,-1.4188850354224611,1,p14,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,1,9.999994999180668e-7,-1.4188850354224611,1,p14,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p14,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,1,9.999994999180668e-7,-1.4188850354224611,1,p14,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p14,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p14,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p15,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,9,2.1972246884473243,0.8333134335020803,3,p15,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p15,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p15,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p15,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,11,2.397895363707457,1.3963630507332156,3.3166247903554,p15,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,1,9.999994999180668e-7,-1.4188850354224611,1,p16,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p16,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p16,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p16,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p16,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p16,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p17,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p17,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p17,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p17,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p17,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p17,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p18,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p18,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p18,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,9,2.1972246884473243,0.8333134335020803,3,p18,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p18,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,15,2.7080502677688743,2.5224622851954868,3.872983346207417,p18,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p19,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p19,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p19,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p19,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,1,9.999994999180668e-7,-1.4188850354224611,1,p19,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p19,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,1,9.999994999180668e-7,-1.4188850354224611,1,p20,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p20,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p20,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p20,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p20,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,4,1.3862946111198593,-0.5743106095757581,2,p20,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p21,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,1,9.999994999180668e-7,-1.4188850354224611,1,p21,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p21,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p21,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p21,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,4,1.3862946111198593,-0.5743106095757581,2,p21,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p22,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,4,1.3862946111198593,-0.5743106095757581,2,p22,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p22,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p22,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p22,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,9,2.1972246884473243,0.8333134335020803,3,p22,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p23,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,10,2.3025851929940404,1.114838242117648,3.1622776601683795,p23,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p23,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p23,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p23,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,9,2.1972246884473243,0.8333134335020803,3,p23,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,1,9.999994999180668e-7,-1.4188850354224611,1,p27,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,1,9.999994999180668e-7,-1.4188850354224611,1,p27,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p27,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,1,9.999994999180668e-7,-1.4188850354224611,1,p27,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p28,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p28,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p28,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,4,1.3862946111198593,-0.5743106095757581,2,p28,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p28,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,4,1.3862946111198593,-0.5743106095757581,2,p28,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,1,9.999994999180668e-7,-1.4188850354224611,1,p29,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p29,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,4,1.3862946111198593,-0.5743106095757581,2,p29,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p29,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p29,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p30,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,4,1.3862946111198593,-0.5743106095757581,2,p30,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p30,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p30,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,1,9.999994999180668e-7,-1.4188850354224611,1,p30,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p30,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p31,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p31,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p31,p,2022,Sheep,y7,b2,n0,o0,t1,rich_nat
Grazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p31,p,2022,Sheep,y7,b2,n0,o0,t1,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p32,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Grazed,4,1.3862946111198593,-0.5743106095757581,2,p32,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p32,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Grazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p32,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p32,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p32,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p33,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Grazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p33,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p33,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Grazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p33,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p33,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,1,9.999994999180668e-7,-1.4188850354224611,1,p33,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p34,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Grazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p34,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Ungrazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p34,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Grazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p34,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Ungrazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p34,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p34,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,14,2.6390574010438272,2.240937476579919,3.7416573867739413,p35,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Grazed,12,2.48490673312133,1.6778878593487834,3.4641016151377544,p35,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Ungrazed,11,2.397895363707457,1.3963630507332156,3.3166247903554,p35,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Grazed,9,2.1972246884473243,0.8333134335020803,3,p35,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Ungrazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p35,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p35,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p36,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Grazed,9,2.1972246884473243,0.8333134335020803,3,p36,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Ungrazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p36,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Grazed,11,2.397895363707457,1.3963630507332156,3.3166247903554,p36,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Ungrazed,12,2.48490673312133,1.6778878593487834,3.4641016151377544,p36,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,12,2.48490673312133,1.6778878593487834,3.4641016151377544,p36,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p37,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Grazed,9,2.1972246884473243,0.8333134335020803,3,p37,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p37,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Grazed,4,1.3862946111198593,-0.5743106095757581,2,p37,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Ungrazed,12,2.48490673312133,1.6778878593487834,3.4641016151377544,p37,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,4,1.3862946111198593,-0.5743106095757581,2,p37,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p38,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Ungrazed,1,9.999994999180668e-7,-1.4188850354224611,1,p38,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Grazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p38,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Ungrazed,1,9.999994999180668e-7,-1.4188850354224611,1,p38,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p38,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p39,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Grazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p39,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Ungrazed,9,2.1972246884473243,0.8333134335020803,3,p39,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Grazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p39,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Ungrazed,9,2.1972246884473243,0.8333134335020803,3,p39,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p39,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,1,9.999994999180668e-7,-1.4188850354224611,1,p40,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Grazed,1,9.999994999180668e-7,-1.4188850354224611,1,p40,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Ungrazed,1,9.999994999180668e-7,-1.4188850354224611,1,p40,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Grazed,1,9.999994999180668e-7,-1.4188850354224611,1,p40,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Ungrazed,1,9.999994999180668e-7,-1.4188850354224611,1,p40,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,1,9.999994999180668e-7,-1.4188850354224611,1,p40,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p41,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Grazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p41,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Ungrazed,1,9.999994999180668e-7,-1.4188850354224611,1,p41,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Grazed,4,1.3862946111198593,-0.5743106095757581,2,p41,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Ungrazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p41,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p41,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p42,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Grazed,1,9.999994999180668e-7,-1.4188850354224611,1,p42,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p42,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Grazed,1,9.999994999180668e-7,-1.4188850354224611,1,p42,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Ungrazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p42,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p42,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,9,2.1972246884473243,0.8333134335020803,3,p43,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Grazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p43,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Ungrazed,10,2.3025851929940404,1.114838242117648,3.1622776601683795,p43,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Grazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p43,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Ungrazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p43,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p43,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,11,2.397895363707457,1.3963630507332156,3.3166247903554,p44,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Grazed,13,2.5649494343846104,1.959412667964351,3.605551275463989,p44,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Ungrazed,11,2.397895363707457,1.3963630507332156,3.3166247903554,p44,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Grazed,9,2.1972246884473243,0.8333134335020803,3,p44,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p44,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,13,2.5649494343846104,1.959412667964351,3.605551275463989,p44,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,13,2.5649494343846104,1.959412667964351,3.605551275463989,p45,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Grazed,17,2.833213402879744,3.0855119024266218,4.123105625617661,p45,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Ungrazed,9,2.1972246884473243,0.8333134335020803,3,p45,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Grazed,14,2.6390574010438272,2.240937476579919,3.7416573867739413,p45,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Ungrazed,15,2.7080502677688743,2.5224622851954868,3.872983346207417,p45,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,15,2.7080502677688743,2.5224622851954868,3.872983346207417,p45,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p46,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Grazed,12,2.48490673312133,1.6778878593487834,3.4641016151377544,p46,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Ungrazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p46,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Grazed,9,2.1972246884473243,0.8333134335020803,3,p46,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Ungrazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p46,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,9,2.1972246884473243,0.8333134335020803,3,p46,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p47,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Grazed,10,2.3025851929940404,1.114838242117648,3.1622776601683795,p47,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p47,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Grazed,9,2.1972246884473243,0.8333134335020803,3,p47,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Ungrazed,9,2.1972246884473243,0.8333134335020803,3,p47,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,12,2.48490673312133,1.6778878593487834,3.4641016151377544,p47,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p48,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Grazed,13,2.5649494343846104,1.959412667964351,3.605551275463989,p48,p,2020,Sheep,y5,b0,n1,o0,t0,rich_nat
Ungrazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p48,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Grazed,4,1.3862946111198593,-0.5743106095757581,2,p48,p,2021,Sheep,y6,b1,n0,o1,t0,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p48,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p48,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,425,w,2019,Goat,y4,b2,n0,o0,t1,rich_nat
Grazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,425,w,2019,Goat,y4,b2,n0,o0,t1,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,425,w,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,425,w,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,425,w,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,425,w,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,10,2.3025851929940404,1.114838242117648,3.1622776601683795,426,w,2019,Goat,y4,b2,n0,o0,t1,rich_nat
Grazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,426,w,2019,Goat,y4,b2,n0,o0,t1,rich_nat
Ungrazed,14,2.6390574010438272,2.240937476579919,3.7416573867739413,426,w,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,9,2.1972246884473243,0.8333134335020803,3,426,w,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,12,2.48490673312133,1.6778878593487834,3.4641016151377544,426,w,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
