treatment,value,value_log,value_std,value_sqrt,plot_name,plot_type,year,grazer,f_year,f_break,f_new,f_one_yr,f_two_yr,met_sub
Ungrazed,10,2.3025851929940404,1.0223880028012473,3.1622776601683795,p39,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Grazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,p39,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Ungrazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,p39,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Grazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,p39,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Ungrazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,p39,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,p39,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,p40,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Grazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,p40,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Ungrazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,p40,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Grazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,p40,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Ungrazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,p40,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,p40,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,9,2.1972246884473243,0.62479266837854,3,p41,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Grazed,10,2.3025851929940404,1.0223880028012473,3.1622776601683795,p41,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Ungrazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,p41,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Grazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,p41,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Ungrazed,10,2.3025851929940404,1.0223880028012473,3.1622776601683795,p41,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,10,2.3025851929940404,1.0223880028012473,3.1622776601683795,p41,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,p42,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Grazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,p42,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Ungrazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,p42,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Grazed,10,2.3025851929940404,1.0223880028012473,3.1622776601683795,p42,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Ungrazed,9,2.1972246884473243,0.62479266837854,3,p42,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,9,2.1972246884473243,0.62479266837854,3,p42,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,10,2.3025851929940404,1.0223880028012473,3.1622776601683795,p43,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Grazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,p43,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Ungrazed,4,1.3862946111198593,-1.3631840037349967,2,p43,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Grazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,p43,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Ungrazed,4,1.3862946111198593,-1.3631840037349967,2,p43,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,4,1.3862946111198593,-1.3631840037349967,2,p43,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,p44,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Grazed,4,1.3862946111198593,-1.3631840037349967,2,p44,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Ungrazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,p44,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Grazed,2,0.6931476805598203,-2.1583746725804116,1.4142135623730951,p44,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Ungrazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,p44,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,3,1.0986126220013874,-1.7607793381577042,1.7320508075688772,p44,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,p45,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Grazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,p45,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Ungrazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,p45,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Grazed,3,1.0986126220013874,-1.7607793381577042,1.7320508075688772,p45,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Ungrazed,4,1.3862946111198593,-1.3631840037349967,2,p45,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,3,1.0986126220013874,-1.7607793381577042,1.7320508075688772,p45,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,p46,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Grazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,p46,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Ungrazed,3,1.0986126220013874,-1.7607793381577042,1.7320508075688772,p46,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Grazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,p46,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Ungrazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,p46,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,p46,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,p47,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Grazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,p47,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Ungrazed,4,1.3862946111198593,-1.3631840037349967,2,p47,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Grazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,p47,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Ungrazed,3,1.0986126220013874,-1.7607793381577042,1.7320508075688772,p47,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,p47,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,p48,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Grazed,9,2.1972246884473243,0.62479266837854,3,p48,p,2020,Sheep,y5,b0,n1,o0,t0,rich_non
Ungrazed,4,1.3862946111198593,-1.3631840037349967,2,p48,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Grazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,p48,p,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Ungrazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,p48,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,p48,p,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,425,w,2019,Goat,y4,b2,n0,o0,t1,rich_non
Grazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,425,w,2019,Goat,y4,b2,n0,o0,t1,rich_non
Ungrazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,425,w,2021,Sheep,y6,b2,n0,o0,t1,rich_non
Grazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,425,w,2021,Sheep,y6,b2,n0,o0,t1,rich_non
Ungrazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,425,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,425,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,12,2.48490673312133,1.817578671646662,3.4641016151377544,426,w,2019,Goat,y4,b2,n0,o0,t1,rich_non
Grazed,10,2.3025851929940404,1.0223880028012473,3.1622776601683795,426,w,2019,Goat,y4,b2,n0,o0,t1,rich_non
Ungrazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,426,w,2021,Sheep,y6,b2,n0,o0,t1,rich_non
Grazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,426,w,2021,Sheep,y6,b2,n0,o0,t1,rich_non
Ungrazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,426,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,10,2.3025851929940404,1.0223880028012473,3.1622776601683795,426,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,429,w,2019,Goat,y4,b2,n0,o0,t1,rich_non
Grazed,13,2.5649494343846104,2.215174006069369,3.605551275463989,429,w,2019,Goat,y4,b2,n0,o0,t1,rich_non
Ungrazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,429,w,2021,Sheep,y6,b2,n0,o0,t1,rich_non
Grazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,429,w,2021,Sheep,y6,b2,n0,o0,t1,rich_non
Ungrazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,429,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,429,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,9,2.1972246884473243,0.62479266837854,3,431,w,2019,Goat,y4,b2,n0,o0,t1,rich_non
Grazed,13,2.5649494343846104,2.215174006069369,3.605551275463989,431,w,2019,Goat,y4,b2,n0,o0,t1,rich_non
Ungrazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,431,w,2021,Sheep,y6,b2,n0,o0,t1,rich_non
Grazed,9,2.1972246884473243,0.62479266837854,3,431,w,2021,Sheep,y6,b2,n0,o0,t1,rich_non
Ungrazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,431,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,11,2.397895363707457,1.4199833372239548,3.3166247903554,431,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,9,2.1972246884473243,0.62479266837854,3,448,w,2019,Goat,y4,b2,n0,o0,t1,rich_non
Grazed,14,2.6390574010438272,2.612769340492077,3.7416573867739413,448,w,2019,Goat,y4,b2,n0,o0,t1,rich_non
Ungrazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,448,w,2021,Sheep,y6,b2,n0,o0,t1,rich_non
Grazed,9,2.1972246884473243,0.62479266837854,3,448,w,2021,Sheep,y6,b2,n0,o0,t1,rich_non
Ungrazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,448,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,15,2.7080502677688743,3.010364674914784,3.872983346207417,448,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,10,2.3025851929940404,1.0223880028012473,3.1622776601683795,455,w,2019,Goat,y4,b2,n0,o0,t1,rich_non
Grazed,11,2.397895363707457,1.4199833372239548,3.3166247903554,455,w,2019,Goat,y4,b2,n0,o0,t1,rich_non
Ungrazed,9,2.1972246884473243,0.62479266837854,3,455,w,2020,Sheep,y5,b1,n0,o1,t0,rich_non
Grazed,9,2.1972246884473243,0.62479266837854,3,455,w,2020,Sheep,y5,b1,n0,o1,t0,rich_non
Ungrazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,455,w,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Grazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,455,w,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Ungrazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,455,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,11,2.397895363707457,1.4199833372239548,3.3166247903554,455,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,2,0.6931476805598203,-2.1583746725804116,1.4142135623730951,458,w,2019,Goat,y4,b1,n0,o1,t0,rich_non
Grazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,458,w,2019,Goat,y4,b1,n0,o1,t0,rich_non
Ungrazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,458,w,2020,Sheep,y5,b1,n0,o1,t0,rich_non
Grazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,458,w,2020,Sheep,y5,b1,n0,o1,t0,rich_non
Ungrazed,3,1.0986126220013874,-1.7607793381577042,1.7320508075688772,458,w,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Grazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,458,w,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Ungrazed,1,9.999994999180668e-7,-2.555970007003119,1,458,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,3,1.0986126220013874,-1.7607793381577042,1.7320508075688772,458,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,11,2.397895363707457,1.4199833372239548,3.3166247903554,459,w,2019,Goat,y4,b1,n0,o1,t0,rich_non
Grazed,10,2.3025851929940404,1.0223880028012473,3.1622776601683795,459,w,2019,Goat,y4,b1,n0,o1,t0,rich_non
Ungrazed,9,2.1972246884473243,0.62479266837854,3,459,w,2020,Sheep,y5,b1,n0,o1,t0,rich_non
Grazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,459,w,2020,Sheep,y5,b1,n0,o1,t0,rich_non
Ungrazed,3,1.0986126220013874,-1.7607793381577042,1.7320508075688772,459,w,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Grazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,459,w,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Ungrazed,3,1.0986126220013874,-1.7607793381577042,1.7320508075688772,459,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,2,0.6931476805598203,-2.1583746725804116,1.4142135623730951,459,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,11,2.397895363707457,1.4199833372239548,3.3166247903554,460,w,2019,Goat,y4,b1,n0,o1,t0,rich_non
Grazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,460,w,2019,Goat,y4,b1,n0,o1,t0,rich_non
Ungrazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,460,w,2020,Sheep,y5,b1,n0,o1,t0,rich_non
Grazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,460,w,2020,Sheep,y5,b1,n0,o1,t0,rich_non
Ungrazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,460,w,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Grazed,9,2.1972246884473243,0.62479266837854,3,460,w,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Ungrazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,460,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,4,1.3862946111198593,-1.3631840037349967,2,460,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,9,2.1972246884473243,0.62479266837854,3,461,w,2019,Goat,y4,b1,n0,o1,t0,rich_non
Grazed,9,2.1972246884473243,0.62479266837854,3,461,w,2019,Goat,y4,b1,n0,o1,t0,rich_non
Ungrazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,461,w,2020,Sheep,y5,b1,n0,o1,t0,rich_non
Grazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,461,w,2020,Sheep,y5,b1,n0,o1,t0,rich_non
Ungrazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,461,w,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Grazed,9,2.1972246884473243,0.62479266837854,3,461,w,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Ungrazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,464,w,2019,Goat,y4,b1,n0,o1,t0,rich_non
Grazed,13,2.5649494343846104,2.215174006069369,3.605551275463989,464,w,2019,Goat,y4,b1,n0,o1,t0,rich_non
Ungrazed,6,1.7917596358947079,-0.567993334889582,2.449489742783178,464,w,2020,Sheep,y5,b1,n0,o1,t0,rich_non
Grazed,10,2.3025851929940404,1.0223880028012473,3.1622776601683795,464,w,2020,Sheep,y5,b1,n0,o1,t0,rich_non
Ungrazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,464,w,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Grazed,10,2.3025851929940404,1.0223880028012473,3.1622776601683795,464,w,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Ungrazed,11,2.397895363707457,1.4199833372239548,3.3166247903554,464,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,7,1.945910291912446,-0.17039800046687467,2.6457513110645907,464,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,469,w,2019,Goat,y4,b1,n0,o1,t0,rich_non
Grazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,469,w,2019,Goat,y4,b1,n0,o1,t0,rich_non
Ungrazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,469,w,2020,Sheep,y5,b1,n0,o1,t0,rich_non
Grazed,8,2.079441666679828,0.22719733395583266,2.8284271247461903,469,w,2020,Sheep,y5,b1,n0,o1,t0,rich_non
Ungrazed,4,1.3862946111198593,-1.3631840037349967,2,469,w,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Grazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,469,w,2021,Sheep,y6,b1,n0,o1,t0,rich_non
Ungrazed,4,1.3862946111198593,-1.3631840037349967,2,469,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Grazed,5,1.6094381124340804,-0.9655886693122894,2.23606797749979,469,w,2022,Sheep,y7,b1,n0,o1,t0,rich_non
Ungrazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p01,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p01,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p01,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,4,1.3862946111198593,-0.5743106095757581,2,p01,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p01,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p01,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p02,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,9,2.1972246884473243,0.8333134335020803,3,p02,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p02,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,4,1.3862946111198593,-0.5743106095757581,2,p02,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p02,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p02,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p03,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p03,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p03,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,9,2.1972246884473243,0.8333134335020803,3,p03,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p03,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,10,2.3025851929940404,1.114838242117648,3.1622776601683795,p03,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p04,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p04,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p04,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,1,9.999994999180668e-7,-1.4188850354224611,1,p04,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,1,9.999994999180668e-7,-1.4188850354224611,1,p04,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p04,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,1,9.999994999180668e-7,-1.4188850354224611,1,p05,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p05,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p05,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,4,1.3862946111198593,-0.5743106095757581,2,p05,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p05,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p05,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p06,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p06,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p06,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p06,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p06,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,2,0.6931476805598203,-1.1373602268068934,1.4142135623730951,p06,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p07,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p07,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p07,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p07,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p07,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p07,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p08,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p08,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p08,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p08,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p08,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p08,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p09,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p09,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p09,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,13,2.5649494343846104,1.959412667964351,3.605551275463989,p09,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p09,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,13,2.5649494343846104,1.959412667964351,3.605551275463989,p09,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,3,1.0986126220013874,-0.8558354181913258,1.7320508075688772,p10,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,11,2.397895363707457,1.3963630507332156,3.3166247903554,p10,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,4,1.3862946111198593,-0.5743106095757581,2,p10,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p10,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p10,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,5,1.6094381124340804,-0.2927858009601904,2.23606797749979,p10,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p11,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Grazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p11,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
Ungrazed,6,1.7917596358947079,-0.011260992344622717,2.449489742783178,p11,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Grazed,4,1.3862946111198593,-0.5743106095757581,2,p11,p,2021,Sheep,y6,b2,n0,o0,t1,rich_nat
Ungrazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p11,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Grazed,8,2.079441666679828,0.5517886248865126,2.8284271247461903,p11,p,2022,Sheep,y7,b1,n0,o1,t0,rich_nat
Ungrazed,7,1.945910291912446,0.270263816270945,2.6457513110645907,p12,p,2019,Goat,y4,b0,n1,o0,t0,rich_nat
