treatment,value,value_log,value_std,value_sqrt,plot_name,plot_type,year,grazer,f_year,f_break,f_new,f_one_yr,f_two_yr,met_sub
Grazed,6,1.791759636,-0.657970977,2.449489743,p01,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,10,2.302585193,-0.496051595,3.16227766,p01,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,22,3.091042499,-0.010293446,4.69041576,p01,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,27,3.295836903,0.192105782,5.196152423,p01,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,35,3.55534809,0.515944547,5.916079783,p01,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,9,2.197224688,-0.53653144,3,p02,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,15,2.708050268,-0.293652366,3.872983346,p02,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,4,1.386294611,-0.738930669,2,p02,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,25,3.218875865,0.111146091,5,p02,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,13,2.564949434,-0.374612058,3.605551275,p02,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,12,2.484906733,-0.415091903,3.464101615,p02,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,8,2.079441667,-0.577011286,2.828427125,p03,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,42,3.737669642,0.799303467,6.480740698,p03,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,42,3.737669642,0.799303467,6.480740698,p03,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,68,4.21950772,1.851779455,8.246211251,p03,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,45,3.806662512,0.920743004,6.708203932,p03,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,80,4.382026647,2.337537603,8.94427191,p03,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,p04,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,4,1.386294611,-0.738930669,2,p04,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p04,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,1,1.00E-06,-0.860370206,1,p04,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,1,1.00E-06,-0.860370206,1,p04,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,4,1.386294611,-0.738930669,2,p04,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,1,1.00E-06,-0.860370206,1,p05,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,11,2.397895364,-0.455571749,3.31662479,p05,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,10,2.302585193,-0.496051595,3.16227766,p05,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,33,3.496507592,0.434984856,5.744562647,p05,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,8,2.079441667,-0.577011286,2.828427125,p05,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,37,3.61091794,0.596904239,6.08276253,p05,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,12,2.484906733,-0.415091903,3.464101615,p06,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,2,0.693147681,-0.81989036,1.414213562,p06,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,p06,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,7,1.945910292,-0.617491132,2.645751311,p06,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p06,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,3,1.098612622,-0.779410514,1.732050808,p06,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,14,2.639057401,-0.334132212,3.741657387,p07,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p07,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,3,1.098612622,-0.779410514,1.732050808,p07,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,12,2.484906733,-0.415091903,3.464101615,p07,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,4,1.386294611,-0.738930669,2,p07,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,10,2.302585193,-0.496051595,3.16227766,p07,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,p08,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p08,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,5,1.609438112,-0.698450823,2.236067977,p08,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p08,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,p08,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p08,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,4,1.386294611,-0.738930669,2,p09,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,5,1.609438112,-0.698450823,2.236067977,p09,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,6,1.791759636,-0.657970977,2.449489743,p09,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,18,2.890371813,-0.172212829,4.242640687,p09,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,p09,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,23,3.135494259,0.030186399,4.795831523,p09,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,4,1.386294611,-0.738930669,2,p10,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,11,2.397895364,-0.455571749,3.31662479,p10,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,6,1.791759636,-0.657970977,2.449489743,p10,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,17,2.833213403,-0.212692675,4.123105626,p10,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,6,1.791759636,-0.657970977,2.449489743,p10,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,6,1.791759636,-0.657970977,2.449489743,p10,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,9,2.197224688,-0.53653144,3,p11,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,6,1.791759636,-0.657970977,2.449489743,p11,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,26,3.258096576,0.151625936,5.099019514,p11,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p11,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,10,2.302585193,-0.496051595,3.16227766,p11,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,11,2.397895364,-0.455571749,3.31662479,p11,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,6,1.791759636,-0.657970977,2.449489743,p12,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,53,3.970291932,1.244581769,7.280109889,p12,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,74,4.304065107,2.094658529,8.602325267,p12,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,54,3.988984065,1.285061615,7.348469228,p12,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,31,3.433987237,0.354025165,5.567764363,p12,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,69,4.234106519,1.8922593,8.306623863,p12,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,10,2.302585193,-0.496051595,3.16227766,p13,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,18,2.890371813,-0.172212829,4.242640687,p13,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,27,3.295836903,0.192105782,5.196152423,p13,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,28,3.332204546,0.232585628,5.291502622,p13,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,51,3.931825652,1.163622078,7.141428429,p13,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,76,4.330733353,2.17561822,8.717797887,p13,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p14,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,1,1.00E-06,-0.860370206,1,p14,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,p14,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,2,0.693147681,-0.81989036,1.414213562,p14,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p14,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,5,1.609438112,-0.698450823,2.236067977,p14,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,5,1.609438112,-0.698450823,2.236067977,p15,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,67,4.204692634,1.811299609,8.185352772,p15,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,48,3.871201032,1.042182541,6.92820323,p15,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,58,4.060443028,1.446980998,7.615773106,p15,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,79,4.369447865,2.297057757,8.888194417,p15,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,89,4.488636381,2.701856214,9.433981132,p15,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,1,1.00E-06,-0.860370206,1,p16,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,38,3.637586186,0.637384084,6.164414003,p16,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p16,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,26,3.258096576,0.151625936,5.099019514,p16,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,5,1.609438112,-0.698450823,2.236067977,p16,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,81,4.394449167,2.378017448,9,p16,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,3,1.098612622,-0.779410514,1.732050808,p17,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,14,2.639057401,-0.334132212,3.741657387,p17,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,5,1.609438112,-0.698450823,2.236067977,p17,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,18,2.890371813,-0.172212829,4.242640687,p17,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,6,1.791759636,-0.657970977,2.449489743,p17,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,18,2.890371813,-0.172212829,4.242640687,p17,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,p18,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,35,3.55534809,0.515944547,5.916079783,p18,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,11,2.397895364,-0.455571749,3.31662479,p18,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,61,4.110873881,1.568420535,7.810249676,p18,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,11,2.397895364,-0.455571749,3.31662479,p18,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,87,4.46590813,2.620896522,9.327379053,p18,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,1,1.00E-06,-0.860370206,1,p19,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,14,2.639057401,-0.334132212,3.741657387,p19,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p19,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,27,3.295836903,0.192105782,5.196152423,p19,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,1,1.00E-06,-0.860370206,1,p19,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,7,1.945910292,-0.617491132,2.645751311,p19,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,1,1.00E-06,-0.860370206,1,p20,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,10,2.302585193,-0.496051595,3.16227766,p20,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,3,1.098612622,-0.779410514,1.732050808,p20,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,40,3.688879479,0.718343776,6.32455532,p20,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,p20,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,59,4.077537461,1.487460843,7.681145748,p20,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,5,1.609438112,-0.698450823,2.236067977,p21,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,4,1.386294611,-0.738930669,2,p21,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,12,2.484906733,-0.415091903,3.464101615,p21,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,22,3.091042499,-0.010293446,4.69041576,p21,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,27,3.295836903,0.192105782,5.196152423,p21,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,10,2.302585193,-0.496051595,3.16227766,p21,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,11,2.397895364,-0.455571749,3.31662479,p22,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,6,1.791759636,-0.657970977,2.449489743,p22,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,6,1.791759636,-0.657970977,2.449489743,p22,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,11,2.397895364,-0.455571749,3.31662479,p22,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,15,2.708050268,-0.293652366,3.872983346,p22,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,11,2.397895364,-0.455571749,3.31662479,p22,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,10,2.302585193,-0.496051595,3.16227766,p23,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,27,3.295836903,0.192105782,5.196152423,p23,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,21,3.044522485,-0.050773292,4.582575695,p23,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,10,2.302585193,-0.496051595,3.16227766,p23,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,10,2.302585193,-0.496051595,3.16227766,p23,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,23,3.135494259,0.030186399,4.795831523,p23,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,1,1.00E-06,-0.860370206,1,p27,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,2,0.693147681,-0.81989036,1.414213562,p27,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p27,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,1,1.00E-06,-0.860370206,1,p27,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,16,2.772588785,-0.253172521,4,p28,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p28,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,5,1.609438112,-0.698450823,2.236067977,p28,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,8,2.079441667,-0.577011286,2.828427125,p28,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,12,2.484906733,-0.415091903,3.464101615,p28,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,7,1.945910292,-0.617491132,2.645751311,p28,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,1,1.00E-06,-0.860370206,1,p29,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,12,2.484906733,-0.415091903,3.464101615,p29,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,12,2.484906733,-0.415091903,3.464101615,p29,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p29,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,8,2.079441667,-0.577011286,2.828427125,p29,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,4,1.386294611,-0.738930669,2,p30,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,5,1.609438112,-0.698450823,2.236067977,p30,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,1,1.00E-06,-0.860370206,1,p30,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Grazed,4,1.386294611,-0.738930669,2,p30,p,2021,Sheep,y6,b2,n0,o0,t1,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p30,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,3,1.098612622,-0.779410514,1.732050808,p30,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,15,2.708050268,-0.293652366,3.872983346,p31,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Grazed,12,2.484906733,-0.415091903,3.464101615,p31,p,2019,Goat,y4,b0,n1,o0,t0,abun_frb
Ungrazed,58,4.060443028,1.446980998,7.615773106,p31,p,2022,Sheep,y7,b2,n0,o0,t1,abun_frb
Grazed,22,3.091042499,-0.010293446,4.69041576,p31,p,2022,Sheep,y7,b2,n0,o0,t1,abun_frb
Ungrazed,5,1.609438112,-0.698450823,2.236067977,p32,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,8,2.079441667,-0.577011286,2.828427125,p32,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,3,1.098612622,-0.779410514,1.732050808,p32,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,5,1.609438112,-0.698450823,2.236067977,p32,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p32,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p32,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p33,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,1,1.00E-06,-0.860370206,1,p33,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,4,1.386294611,-0.738930669,2,p33,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,1,1.00E-06,-0.860370206,1,p33,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,3,1.098612622,-0.779410514,1.732050808,p33,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,1,1.00E-06,-0.860370206,1,p33,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,4,1.386294611,-0.738930669,2,p34,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,5,1.609438112,-0.698450823,2.236067977,p34,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,4,1.386294611,-0.738930669,2,p34,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,14,2.639057401,-0.334132212,3.741657387,p34,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,5,1.609438112,-0.698450823,2.236067977,p34,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,11,2.397895364,-0.455571749,3.31662479,p34,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,40,3.688879479,0.718343776,6.32455532,p35,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,25,3.218875865,0.111146091,5,p35,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,15,2.708050268,-0.293652366,3.872983346,p35,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,38,3.637586186,0.637384084,6.164414003,p35,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,6,1.791759636,-0.657970977,2.449489743,p35,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,18,2.890371813,-0.172212829,4.242640687,p35,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,6,1.791759636,-0.657970977,2.449489743,p36,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,16,2.772588785,-0.253172521,4,p36,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,6,1.791759636,-0.657970977,2.449489743,p36,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,24,3.178053872,0.070666245,4.898979486,p36,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,20,2.995732324,-0.091253138,4.472135955,p36,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,51,3.931825652,1.163622078,7.141428429,p36,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,p37,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,11,2.397895364,-0.455571749,3.31662479,p37,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,p37,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p37,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,16,2.772588785,-0.253172521,4,p37,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,21,3.044522485,-0.050773292,4.582575695,p37,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p38,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,1,1.00E-06,-0.860370206,1,p38,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,10,2.302585193,-0.496051595,3.16227766,p38,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,1,1.00E-06,-0.860370206,1,p38,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p38,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,11,2.397895364,-0.455571749,3.31662479,p39,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,16,2.772588785,-0.253172521,4,p39,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,12,2.484906733,-0.415091903,3.464101615,p39,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,25,3.218875865,0.111146091,5,p39,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,12,2.484906733,-0.415091903,3.464101615,p39,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p39,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p41,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p41,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p41,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p41,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,2,0.693147681,-0.81989036,1.414213562,p41,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,9,2.197224688,-0.53653144,3,p41,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,7,1.945910292,-0.617491132,2.645751311,p42,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,1,1.00E-06,-0.860370206,1,p42,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,3,1.098612622,-0.779410514,1.732050808,p42,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,2,0.693147681,-0.81989036,1.414213562,p42,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,6,1.791759636,-0.657970977,2.449489743,p42,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,7,1.945910292,-0.617491132,2.645751311,p42,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,58,4.060443028,1.446980998,7.615773106,p43,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,46,3.828641418,0.96122285,6.782329983,p43,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,63,4.143134742,1.649380226,7.937253933,p43,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,54,3.988984065,1.285061615,7.348469228,p43,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,65,4.174387285,1.730339918,8.062257748,p43,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,85,4.442651268,2.539936831,9.219544457,p43,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Ungrazed,65,4.174387285,1.730339918,8.062257748,p44,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Grazed,92,4.521788588,2.823295751,9.591663047,p44,p,2020,Sheep,y5,b0,n1,o0,t0,abun_frb
Ungrazed,77,4.343805435,2.216098066,8.774964387,p44,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Grazed,89,4.488636381,2.701856214,9.433981132,p44,p,2021,Sheep,y6,b1,n0,o1,t0,abun_frb
Ungrazed,82,4.406719259,2.418497294,9.055385138,p44,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
Grazed,82,4.406719259,2.418497294,9.055385138,p44,p,2022,Sheep,y7,b1,n0,o1,t0,abun_frb
