treatment,value,value_log,value_std,value_sqrt,plot_name,plot_type,year,grazer,f_year,f_break,f_new,f_one_yr,f_two_yr,met_sub
Ungrazed,4,1.386294611,-1.472343767,2,p43,p,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Grazed,6,1.791759636,-1.409465319,2.449489743,p43,p,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Ungrazed,5,1.609438112,-1.440904543,2.236067977,p43,p,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Grazed,6,1.791759636,-1.409465319,2.449489743,p43,p,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Ungrazed,30,3.401197415,-0.654923946,5.477225575,p44,p,2020,Sheep,y5,b0,n1,o0,t0,abun_non
Grazed,8,2.079441667,-1.346586871,2.828427125,p44,p,2020,Sheep,y5,b0,n1,o0,t0,abun_non
Ungrazed,8,2.079441667,-1.346586871,2.828427125,p44,p,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Grazed,3,1.098612622,-1.503782991,1.732050808,p44,p,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Ungrazed,8,2.079441667,-1.346586871,2.828427125,p44,p,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Grazed,3,1.098612622,-1.503782991,1.732050808,p44,p,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Ungrazed,14,2.639057401,-1.157951528,3.741657387,p45,p,2020,Sheep,y5,b0,n1,o0,t0,abun_non
Grazed,10,2.302585193,-1.283708424,3.16227766,p45,p,2020,Sheep,y5,b0,n1,o0,t0,abun_non
Ungrazed,7,1.945910292,-1.378026095,2.645751311,p45,p,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Grazed,7,1.945910292,-1.378026095,2.645751311,p45,p,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Ungrazed,7,1.945910292,-1.378026095,2.645751311,p45,p,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Grazed,3,1.098612622,-1.503782991,1.732050808,p45,p,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Ungrazed,35,3.55534809,-0.497727827,5.916079783,p46,p,2020,Sheep,y5,b0,n1,o0,t0,abun_non
Grazed,23,3.135494259,-0.874998513,4.795831523,p46,p,2020,Sheep,y5,b0,n1,o0,t0,abun_non
Ungrazed,5,1.609438112,-1.440904543,2.236067977,p46,p,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Grazed,34,3.526360554,-0.529167051,5.830951895,p46,p,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Ungrazed,39,3.663561672,-0.371970931,6.244997998,p46,p,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Grazed,30,3.401197415,-0.654923946,5.477225575,p46,p,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Ungrazed,29,3.367295864,-0.68636317,5.385164807,p47,p,2020,Sheep,y5,b0,n1,o0,t0,abun_non
Grazed,35,3.55534809,-0.497727827,5.916079783,p47,p,2020,Sheep,y5,b0,n1,o0,t0,abun_non
Ungrazed,36,3.583518966,-0.466288603,6,p47,p,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Grazed,21,3.044522485,-0.937876961,4.582575695,p47,p,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Ungrazed,53,3.970291932,0.068178203,7.280109889,p47,p,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Grazed,41,3.713572091,-0.309092484,6.403124237,p47,p,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Ungrazed,45,3.806662512,-0.183335588,6.708203932,p48,p,2020,Sheep,y5,b0,n1,o0,t0,abun_non
Grazed,52,3.951243738,0.036738979,7.211102551,p48,p,2020,Sheep,y5,b0,n1,o0,t0,abun_non
Ungrazed,29,3.367295864,-0.68636317,5.385164807,p48,p,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Grazed,48,3.871201032,-0.089017917,6.92820323,p48,p,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Ungrazed,61,4.110873881,0.319691994,7.810249676,p48,p,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Grazed,18,2.890371813,-1.032194633,4.242640687,p48,p,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Ungrazed,78,4.35670884,0.854158799,8.831760866,425,w,2019,Goat,y4,b2,n0,o0,t1,abun_non
Grazed,105,4.65396036,1.703017843,10.24695077,425,w,2019,Goat,y4,b2,n0,o0,t1,abun_non
Ungrazed,30,3.401197415,-0.654923946,5.477225575,425,w,2021,Sheep,y6,b2,n0,o0,t1,abun_non
Grazed,65,4.174387285,0.445448889,8.062257748,425,w,2021,Sheep,y6,b2,n0,o0,t1,abun_non
Ungrazed,52,3.951243738,0.036738979,7.211102551,425,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Grazed,71,4.262679891,0.634084232,8.426149773,425,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Ungrazed,70,4.248495256,0.602645008,8.366600265,426,w,2019,Goat,y4,b2,n0,o0,t1,abun_non
Grazed,117,4.762173943,2.08028853,10.81665383,426,w,2019,Goat,y4,b2,n0,o0,t1,abun_non
Ungrazed,14,2.639057401,-1.157951528,3.741657387,426,w,2021,Sheep,y6,b2,n0,o0,t1,abun_non
Grazed,23,3.135494259,-0.874998513,4.795831523,426,w,2021,Sheep,y6,b2,n0,o0,t1,abun_non
Ungrazed,27,3.295836903,-0.749241618,5.196152423,426,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Grazed,27,3.295836903,-0.749241618,5.196152423,426,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Ungrazed,37,3.61091794,-0.434849379,6.08276253,429,w,2019,Goat,y4,b2,n0,o0,t1,abun_non
Grazed,62,4.127134401,0.351131217,7.874007874,429,w,2019,Goat,y4,b2,n0,o0,t1,abun_non
Ungrazed,38,3.637586186,-0.403410155,6.164414003,429,w,2021,Sheep,y6,b2,n0,o0,t1,abun_non
Grazed,40,3.688879479,-0.340531708,6.32455532,429,w,2021,Sheep,y6,b2,n0,o0,t1,abun_non
Ungrazed,84,4.430816811,1.042794142,9.16515139,429,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Grazed,51,3.931825652,0.005299755,7.141428429,429,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Ungrazed,58,4.060443028,0.225374322,7.615773106,431,w,2019,Goat,y4,b2,n0,o0,t1,abun_non
Grazed,84,4.430816811,1.042794142,9.16515139,431,w,2019,Goat,y4,b2,n0,o0,t1,abun_non
Ungrazed,63,4.143134742,0.382570441,7.937253933,431,w,2021,Sheep,y6,b2,n0,o0,t1,abun_non
Grazed,30,3.401197415,-0.654923946,5.477225575,431,w,2021,Sheep,y6,b2,n0,o0,t1,abun_non
Ungrazed,40,3.688879479,-0.340531708,6.32455532,431,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Grazed,42,3.737669642,-0.27765326,6.480740698,431,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Ungrazed,77,4.343805435,0.822719575,8.774964387,448,w,2019,Goat,y4,b2,n0,o0,t1,abun_non
Grazed,122,4.804021053,2.237484649,11.04536102,448,w,2019,Goat,y4,b2,n0,o0,t1,abun_non
Ungrazed,29,3.367295864,-0.68636317,5.385164807,448,w,2021,Sheep,y6,b2,n0,o0,t1,abun_non
Grazed,45,3.806662512,-0.183335588,6.708203932,448,w,2021,Sheep,y6,b2,n0,o0,t1,abun_non
Ungrazed,41,3.713572091,-0.309092484,6.403124237,448,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Grazed,45,3.806662512,-0.183335588,6.708203932,448,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Ungrazed,152,5.023880527,3.180661365,12.32882801,455,w,2019,Goat,y4,b2,n0,o0,t1,abun_non
Grazed,88,4.477336826,1.168551038,9.38083152,455,w,2019,Goat,y4,b2,n0,o0,t1,abun_non
Ungrazed,33,3.496507592,-0.560606275,5.744562647,455,w,2020,Sheep,y5,b1,n0,o1,t0,abun_non
Grazed,34,3.526360554,-0.529167051,5.830951895,455,w,2020,Sheep,y5,b1,n0,o1,t0,abun_non
Ungrazed,49,3.891820319,-0.057578693,7,455,w,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Grazed,36,3.583518966,-0.466288603,6,455,w,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Ungrazed,74,4.304065107,0.728401904,8.602325267,455,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Grazed,39,3.663561672,-0.371970931,6.244997998,455,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Ungrazed,99,4.59511986,1.5143825,9.949874371,458,w,2019,Goat,y4,b1,n0,o1,t0,abun_non
Grazed,43,3.761200139,-0.246214036,6.557438524,458,w,2019,Goat,y4,b1,n0,o1,t0,abun_non
Ungrazed,68,4.21950772,0.539766561,8.246211251,458,w,2020,Sheep,y5,b1,n0,o1,t0,abun_non
Grazed,20,2.995732324,-0.969316185,4.472135955,458,w,2020,Sheep,y5,b1,n0,o1,t0,abun_non
Ungrazed,18,2.890371813,-1.032194633,4.242640687,458,w,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Grazed,6,1.791759636,-1.409465319,2.449489743,458,w,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Ungrazed,3,1.098612622,-1.503782991,1.732050808,458,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Grazed,37,3.61091794,-0.434849379,6.08276253,458,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Ungrazed,56,4.025351709,0.162495874,7.483314774,459,w,2019,Goat,y4,b1,n0,o1,t0,abun_non
Grazed,20,2.995732324,-0.969316185,4.472135955,459,w,2019,Goat,y4,b1,n0,o1,t0,abun_non
Ungrazed,89,4.488636381,1.199990262,9.433981132,459,w,2020,Sheep,y5,b1,n0,o1,t0,abun_non
Grazed,11,2.397895364,-1.2522692,3.31662479,459,w,2020,Sheep,y5,b1,n0,o1,t0,abun_non
Ungrazed,8,2.079441667,-1.346586871,2.828427125,459,w,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Grazed,9,2.197224688,-1.315147647,3,459,w,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Ungrazed,4,1.386294611,-1.472343767,2,459,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Grazed,4,1.386294611,-1.472343767,2,459,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Ungrazed,130,4.867534458,2.48899844,11.40175425,460,w,2019,Goat,y4,b1,n0,o1,t0,abun_non
Grazed,53,3.970291932,0.068178203,7.280109889,460,w,2019,Goat,y4,b1,n0,o1,t0,abun_non
Ungrazed,79,4.369447865,0.885598023,8.888194417,460,w,2020,Sheep,y5,b1,n0,o1,t0,abun_non
Grazed,33,3.496507592,-0.560606275,5.744562647,460,w,2020,Sheep,y5,b1,n0,o1,t0,abun_non
Ungrazed,14,2.639057401,-1.157951528,3.741657387,460,w,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Grazed,31,3.433987237,-0.623484722,5.567764363,460,w,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Ungrazed,14,2.639057401,-1.157951528,3.741657387,460,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Grazed,18,2.890371813,-1.032194633,4.242640687,460,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Ungrazed,72,4.276666133,0.665523456,8.485281374,461,w,2019,Goat,y4,b1,n0,o1,t0,abun_non
Grazed,80,4.382026647,0.917037247,8.94427191,461,w,2019,Goat,y4,b1,n0,o1,t0,abun_non
Ungrazed,26,3.258096576,-0.780680842,5.099019514,461,w,2020,Sheep,y5,b1,n0,o1,t0,abun_non
Grazed,47,3.850147623,-0.120457141,6.8556546,461,w,2020,Sheep,y5,b1,n0,o1,t0,abun_non
Ungrazed,33,3.496507592,-0.560606275,5.744562647,461,w,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Grazed,37,3.61091794,-0.434849379,6.08276253,461,w,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Ungrazed,85,4.442651268,1.074233366,9.219544457,464,w,2019,Goat,y4,b1,n0,o1,t0,abun_non
Grazed,92,4.521788588,1.294307933,9.591663047,464,w,2019,Goat,y4,b1,n0,o1,t0,abun_non
Ungrazed,39,3.663561672,-0.371970931,6.244997998,464,w,2020,Sheep,y5,b1,n0,o1,t0,abun_non
Grazed,33,3.496507592,-0.560606275,5.744562647,464,w,2020,Sheep,y5,b1,n0,o1,t0,abun_non
Ungrazed,27,3.295836903,-0.749241618,5.196152423,464,w,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Grazed,24,3.178053872,-0.843559289,4.898979486,464,w,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Ungrazed,45,3.806662512,-0.183335588,6.708203932,464,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Grazed,26,3.258096576,-0.780680842,5.099019514,464,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Ungrazed,68,4.21950772,0.539766561,8.246211251,469,w,2019,Goat,y4,b1,n0,o1,t0,abun_non
Grazed,60,4.094344579,0.28825277,7.745966692,469,w,2019,Goat,y4,b1,n0,o1,t0,abun_non
Ungrazed,38,3.637586186,-0.403410155,6.164414003,469,w,2020,Sheep,y5,b1,n0,o1,t0,abun_non
Grazed,34,3.526360554,-0.529167051,5.830951895,469,w,2020,Sheep,y5,b1,n0,o1,t0,abun_non
Ungrazed,9,2.197224688,-1.315147647,3,469,w,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Grazed,16,2.772588785,-1.09507308,4,469,w,2021,Sheep,y6,b1,n0,o1,t0,abun_non
Ungrazed,12,2.484906733,-1.220829976,3.464101615,469,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Grazed,20,2.995732324,-0.969316185,4.472135955,469,w,2022,Sheep,y7,b1,n0,o1,t0,abun_non
Ungrazed,72,4.276666133,1.906244283,8.485281374,p01,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,6,1.791759636,-0.724393326,2.449489743,p01,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,10,2.302585193,-0.564960744,3.16227766,p01,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,22,3.091042499,-0.086662997,4.69041576,p01,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,27,3.295836903,0.112627731,5.196152423,p01,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,35,3.55534809,0.431492896,5.916079783,p01,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,9,2.197224688,-0.604818889,3,p02,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,17,2.833213403,-0.285953725,4.123105626,p02,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,4,1.386294611,-0.804109617,2,p02,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,25,3.218875865,0.03291144,5,p02,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,14,2.639057401,-0.405528161,3.741657387,p02,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,12,2.484906733,-0.485244452,3.464101615,p02,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,8,2.079441667,-0.644677035,2.828427125,p03,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,42,3.737669642,0.710499915,6.480740698,p03,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,42,3.737669642,0.710499915,6.480740698,p03,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,68,4.21950772,1.746811701,8.246211251,p03,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,45,3.806662512,0.830074352,6.708203932,p03,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,80,4.382026647,2.225109448,8.94427191,p03,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,7,1.945910292,-0.68453518,2.645751311,p04,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,4,1.386294611,-0.804109617,2,p04,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,2,0.693147681,-0.883825908,1.414213562,p04,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,1,1.00E-06,-0.923684054,1,p04,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,1,1.00E-06,-0.923684054,1,p04,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,4,1.386294611,-0.804109617,2,p04,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,1,1.00E-06,-0.923684054,1,p05,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,11,2.397895364,-0.525102598,3.31662479,p05,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,10,2.302585193,-0.564960744,3.16227766,p05,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,33,3.496507592,0.351776605,5.744562647,p05,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,8,2.079441667,-0.644677035,2.828427125,p05,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,37,3.61091794,0.511209187,6.08276253,p05,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,12,2.484906733,-0.485244452,3.464101615,p06,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,2,0.693147681,-0.883825908,1.414213562,p06,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,7,1.945910292,-0.68453518,2.645751311,p06,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,7,1.945910292,-0.68453518,2.645751311,p06,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,2,0.693147681,-0.883825908,1.414213562,p06,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,3,1.098612622,-0.843967763,1.732050808,p06,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,14,2.639057401,-0.405528161,3.741657387,p07,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,9,2.197224688,-0.604818889,3,p07,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,3,1.098612622,-0.843967763,1.732050808,p07,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,12,2.484906733,-0.485244452,3.464101615,p07,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,4,1.386294611,-0.804109617,2,p07,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,10,2.302585193,-0.564960744,3.16227766,p07,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,10,2.302585193,-0.564960744,3.16227766,p08,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,9,2.197224688,-0.604818889,3,p08,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,5,1.609438112,-0.764251472,2.236067977,p08,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,9,2.197224688,-0.604818889,3,p08,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,8,2.079441667,-0.644677035,2.828427125,p08,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,9,2.197224688,-0.604818889,3,p08,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,45,3.806662512,0.830074352,6.708203932,p09,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,19,2.944439032,-0.206237433,4.358898944,p09,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,18,2.890371813,-0.246095579,4.242640687,p09,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,33,3.496507592,0.351776605,5.744562647,p09,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,11,2.397895364,-0.525102598,3.31662479,p09,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,27,3.295836903,0.112627731,5.196152423,p09,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,4,1.386294611,-0.804109617,2,p10,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,14,2.639057401,-0.405528161,3.741657387,p10,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,6,1.791759636,-0.724393326,2.449489743,p10,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,20,2.995732324,-0.166379288,4.472135955,p10,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,6,1.791759636,-0.724393326,2.449489743,p10,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,7,1.945910292,-0.68453518,2.645751311,p10,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,11,2.397895364,-0.525102598,3.31662479,p11,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,14,2.639057401,-0.405528161,3.741657387,p11,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,27,3.295836903,0.112627731,5.196152423,p11,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,19,2.944439032,-0.206237433,4.358898944,p11,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,10,2.302585193,-0.564960744,3.16227766,p11,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,15,2.708050268,-0.365670016,3.872983346,p11,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,7,1.945910292,-0.68453518,2.645751311,p12,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,53,3.970291932,1.148939517,7.280109889,p12,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,74,4.304065107,1.985960574,8.602325267,p12,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,54,3.988984065,1.188797662,7.348469228,p12,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,31,3.433987237,0.272060314,5.567764363,p12,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,69,4.234106519,1.786669846,8.306623863,p12,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,13,2.564949434,-0.445386307,3.605551275,p13,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,19,2.944439032,-0.206237433,4.358898944,p13,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,27,3.295836903,0.112627731,5.196152423,p13,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,28,3.332204546,0.152485877,5.291502622,p13,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,51,3.931825652,1.069223226,7.141428429,p13,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,76,4.330733353,2.065676865,8.717797887,p13,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,2,0.693147681,-0.883825908,1.414213562,p14,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,1,1.00E-06,-0.923684054,1,p14,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,7,1.945910292,-0.68453518,2.645751311,p14,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,2,0.693147681,-0.883825908,1.414213562,p14,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,2,0.693147681,-0.883825908,1.414213562,p14,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,5,1.609438112,-0.764251472,2.236067977,p14,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,5,1.609438112,-0.764251472,2.236067977,p15,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,67,4.204692634,1.706953555,8.185352772,p15,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,48,3.871201032,0.949648789,6.92820323,p15,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,58,4.060443028,1.348230245,7.615773106,p15,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,79,4.369447865,2.185251302,8.888194417,p15,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,89,4.488636381,2.583832758,9.433981132,p15,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,1,1.00E-06,-0.923684054,1,p16,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,38,3.637586186,0.551067333,6.164414003,p16,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,2,0.693147681,-0.883825908,1.414213562,p16,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,26,3.258096576,0.072769586,5.099019514,p16,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,5,1.609438112,-0.764251472,2.236067977,p16,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,81,4.394449167,2.264967593,9,p16,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,3,1.098612622,-0.843967763,1.732050808,p17,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,16,2.772588785,-0.32581187,4,p17,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,5,1.609438112,-0.764251472,2.236067977,p17,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,18,2.890371813,-0.246095579,4.242640687,p17,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,6,1.791759636,-0.724393326,2.449489743,p17,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,18,2.890371813,-0.246095579,4.242640687,p17,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,12,2.484906733,-0.485244452,3.464101615,p18,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,45,3.806662512,0.830074352,6.708203932,p18,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,12,2.484906733,-0.485244452,3.464101615,p18,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,65,4.174387285,1.627237264,8.062257748,p18,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,11,2.397895364,-0.525102598,3.31662479,p18,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,87,4.46590813,2.504116467,9.327379053,p18,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,5,1.609438112,-0.764251472,2.236067977,p19,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,14,2.639057401,-0.405528161,3.741657387,p19,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,2,0.693147681,-0.883825908,1.414213562,p19,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Grazed,27,3.295836903,0.112627731,5.196152423,p19,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
Ungrazed,1,1.00E-06,-0.923684054,1,p19,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Grazed,7,1.945910292,-0.68453518,2.645751311,p19,p,2022,Sheep,y7,b1,n0,o1,t0,abun_nat
Ungrazed,1,1.00E-06,-0.923684054,1,p20,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Grazed,10,2.302585193,-0.564960744,3.16227766,p20,p,2019,Goat,y4,b0,n1,o0,t0,abun_nat
Ungrazed,3,1.098612622,-0.843967763,1.732050808,p20,p,2021,Sheep,y6,b2,n0,o0,t1,abun_nat
