index,index_g,index_g_n_f,plot_type,plot_name,year,treatment,native,forb,grazer,interval,f_grazed,f_native,f_forb,f_sheep,f_interval,f_break,f_one_yr,f_two_yr,f_year,in_v1
w_433_2017,w_433_2017_g0,w_433_2017_g0_n0_f0,w,433,2017,Ungrazed,Non-native,Not forb,Goat,New plot,g0,n0,f0,s0,i0,b0,o0,t0,y2,FALSE
w_433_2017,w_433_2017_g0,w_433_2017_g0_n0_f1,w,433,2017,Ungrazed,Non-native,Forb,Goat,New plot,g0,n0,f1,s0,i0,b0,o0,t0,y2,FALSE
w_433_2017,w_433_2017_g0,w_433_2017_g0_n1_f0,w,433,2017,Ungrazed,Native,Not forb,Goat,New plot,g0,n1,f0,s0,i0,b0,o0,t0,y2,FALSE
w_433_2017,w_433_2017_g0,w_433_2017_g0_n1_f1,w,433,2017,Ungrazed,Native,Forb,Goat,New plot,g0,n1,f1,s0,i0,b0,o0,t0,y2,FALSE
w_434_2017,w_434_2017_g1,w_434_2017_g1_n0_f0,w,434,2017,Grazed,Non-native,Not forb,Goat,One year,g1,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_434_2017,w_434_2017_g1,w_434_2017_g1_n0_f1,w,434,2017,Grazed,Non-native,Forb,Goat,One year,g1,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_434_2017,w_434_2017_g1,w_434_2017_g1_n1_f0,w,434,2017,Grazed,Native,Not forb,Goat,One year,g1,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_434_2017,w_434_2017_g1,w_434_2017_g1_n1_f1,w,434,2017,Grazed,Native,Forb,Goat,One year,g1,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_434_2017,w_434_2017_g0,w_434_2017_g0_n0_f0,w,434,2017,Ungrazed,Non-native,Not forb,Goat,One year,g0,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_434_2017,w_434_2017_g0,w_434_2017_g0_n0_f1,w,434,2017,Ungrazed,Non-native,Forb,Goat,One year,g0,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_434_2017,w_434_2017_g0,w_434_2017_g0_n1_f0,w,434,2017,Ungrazed,Native,Not forb,Goat,One year,g0,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_434_2017,w_434_2017_g0,w_434_2017_g0_n1_f1,w,434,2017,Ungrazed,Native,Forb,Goat,One year,g0,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_435_2017,w_435_2017_g1,w_435_2017_g1_n0_f0,w,435,2017,Grazed,Non-native,Not forb,Goat,One year,g1,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_435_2017,w_435_2017_g1,w_435_2017_g1_n0_f1,w,435,2017,Grazed,Non-native,Forb,Goat,One year,g1,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_435_2017,w_435_2017_g1,w_435_2017_g1_n1_f0,w,435,2017,Grazed,Native,Not forb,Goat,One year,g1,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_435_2017,w_435_2017_g1,w_435_2017_g1_n1_f1,w,435,2017,Grazed,Native,Forb,Goat,One year,g1,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_435_2017,w_435_2017_g0,w_435_2017_g0_n0_f0,w,435,2017,Ungrazed,Non-native,Not forb,Goat,One year,g0,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_435_2017,w_435_2017_g0,w_435_2017_g0_n0_f1,w,435,2017,Ungrazed,Non-native,Forb,Goat,One year,g0,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_435_2017,w_435_2017_g0,w_435_2017_g0_n1_f0,w,435,2017,Ungrazed,Native,Not forb,Goat,One year,g0,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_435_2017,w_435_2017_g0,w_435_2017_g0_n1_f1,w,435,2017,Ungrazed,Native,Forb,Goat,One year,g0,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_436_2017,w_436_2017_g1,w_436_2017_g1_n0_f0,w,436,2017,Grazed,Non-native,Not forb,Goat,One year,g1,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_436_2017,w_436_2017_g1,w_436_2017_g1_n0_f1,w,436,2017,Grazed,Non-native,Forb,Goat,One year,g1,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_436_2017,w_436_2017_g1,w_436_2017_g1_n1_f0,w,436,2017,Grazed,Native,Not forb,Goat,One year,g1,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_436_2017,w_436_2017_g1,w_436_2017_g1_n1_f1,w,436,2017,Grazed,Native,Forb,Goat,One year,g1,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_436_2017,w_436_2017_g0,w_436_2017_g0_n0_f0,w,436,2017,Ungrazed,Non-native,Not forb,Goat,One year,g0,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_436_2017,w_436_2017_g0,w_436_2017_g0_n0_f1,w,436,2017,Ungrazed,Non-native,Forb,Goat,One year,g0,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_436_2017,w_436_2017_g0,w_436_2017_g0_n1_f0,w,436,2017,Ungrazed,Native,Not forb,Goat,One year,g0,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_436_2017,w_436_2017_g0,w_436_2017_g0_n1_f1,w,436,2017,Ungrazed,Native,Forb,Goat,One year,g0,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_437_2017,w_437_2017_g1,w_437_2017_g1_n0_f0,w,437,2017,Grazed,Non-native,Not forb,Goat,New plot,g1,n0,f0,s0,i0,b0,o0,t0,y2,FALSE
w_437_2017,w_437_2017_g1,w_437_2017_g1_n0_f1,w,437,2017,Grazed,Non-native,Forb,Goat,New plot,g1,n0,f1,s0,i0,b0,o0,t0,y2,FALSE
w_437_2017,w_437_2017_g1,w_437_2017_g1_n1_f0,w,437,2017,Grazed,Native,Not forb,Goat,New plot,g1,n1,f0,s0,i0,b0,o0,t0,y2,FALSE
w_437_2017,w_437_2017_g1,w_437_2017_g1_n1_f1,w,437,2017,Grazed,Native,Forb,Goat,New plot,g1,n1,f1,s0,i0,b0,o0,t0,y2,FALSE
w_437_2017,w_437_2017_g0,w_437_2017_g0_n0_f0,w,437,2017,Ungrazed,Non-native,Not forb,Goat,New plot,g0,n0,f0,s0,i0,b0,o0,t0,y2,FALSE
w_437_2017,w_437_2017_g0,w_437_2017_g0_n0_f1,w,437,2017,Ungrazed,Non-native,Forb,Goat,New plot,g0,n0,f1,s0,i0,b0,o0,t0,y2,FALSE
w_437_2017,w_437_2017_g0,w_437_2017_g0_n1_f0,w,437,2017,Ungrazed,Native,Not forb,Goat,New plot,g0,n1,f0,s0,i0,b0,o0,t0,y2,FALSE
w_437_2017,w_437_2017_g0,w_437_2017_g0_n1_f1,w,437,2017,Ungrazed,Native,Forb,Goat,New plot,g0,n1,f1,s0,i0,b0,o0,t0,y2,FALSE
w_438_2017,w_438_2017_g1,w_438_2017_g1_n0_f0,w,438,2017,Grazed,Non-native,Not forb,Goat,New plot,g1,n0,f0,s0,i0,b0,o0,t0,y2,FALSE
w_438_2017,w_438_2017_g1,w_438_2017_g1_n0_f1,w,438,2017,Grazed,Non-native,Forb,Goat,New plot,g1,n0,f1,s0,i0,b0,o0,t0,y2,FALSE
w_438_2017,w_438_2017_g1,w_438_2017_g1_n1_f0,w,438,2017,Grazed,Native,Not forb,Goat,New plot,g1,n1,f0,s0,i0,b0,o0,t0,y2,FALSE
w_438_2017,w_438_2017_g1,w_438_2017_g1_n1_f1,w,438,2017,Grazed,Native,Forb,Goat,New plot,g1,n1,f1,s0,i0,b0,o0,t0,y2,FALSE
w_438_2017,w_438_2017_g0,w_438_2017_g0_n0_f0,w,438,2017,Ungrazed,Non-native,Not forb,Goat,New plot,g0,n0,f0,s0,i0,b0,o0,t0,y2,FALSE
w_438_2017,w_438_2017_g0,w_438_2017_g0_n0_f1,w,438,2017,Ungrazed,Non-native,Forb,Goat,New plot,g0,n0,f1,s0,i0,b0,o0,t0,y2,FALSE
w_438_2017,w_438_2017_g0,w_438_2017_g0_n1_f0,w,438,2017,Ungrazed,Native,Not forb,Goat,New plot,g0,n1,f0,s0,i0,b0,o0,t0,y2,FALSE
w_438_2017,w_438_2017_g0,w_438_2017_g0_n1_f1,w,438,2017,Ungrazed,Native,Forb,Goat,New plot,g0,n1,f1,s0,i0,b0,o0,t0,y2,FALSE
w_439_2017,w_439_2017_g1,w_439_2017_g1_n0_f0,w,439,2017,Grazed,Non-native,Not forb,Goat,One year,g1,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_439_2017,w_439_2017_g1,w_439_2017_g1_n0_f1,w,439,2017,Grazed,Non-native,Forb,Goat,One year,g1,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_439_2017,w_439_2017_g1,w_439_2017_g1_n1_f0,w,439,2017,Grazed,Native,Not forb,Goat,One year,g1,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_439_2017,w_439_2017_g1,w_439_2017_g1_n1_f1,w,439,2017,Grazed,Native,Forb,Goat,One year,g1,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_439_2017,w_439_2017_g0,w_439_2017_g0_n0_f0,w,439,2017,Ungrazed,Non-native,Not forb,Goat,One year,g0,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_439_2017,w_439_2017_g0,w_439_2017_g0_n0_f1,w,439,2017,Ungrazed,Non-native,Forb,Goat,One year,g0,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_439_2017,w_439_2017_g0,w_439_2017_g0_n1_f0,w,439,2017,Ungrazed,Native,Not forb,Goat,One year,g0,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_439_2017,w_439_2017_g0,w_439_2017_g0_n1_f1,w,439,2017,Ungrazed,Native,Forb,Goat,One year,g0,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_442_2017,w_442_2017_g1,w_442_2017_g1_n0_f0,w,442,2017,Grazed,Non-native,Not forb,Goat,New plot,g1,n0,f0,s0,i0,b0,o0,t0,y2,FALSE
w_442_2017,w_442_2017_g1,w_442_2017_g1_n0_f1,w,442,2017,Grazed,Non-native,Forb,Goat,New plot,g1,n0,f1,s0,i0,b0,o0,t0,y2,FALSE
w_442_2017,w_442_2017_g1,w_442_2017_g1_n1_f0,w,442,2017,Grazed,Native,Not forb,Goat,New plot,g1,n1,f0,s0,i0,b0,o0,t0,y2,FALSE
w_442_2017,w_442_2017_g1,w_442_2017_g1_n1_f1,w,442,2017,Grazed,Native,Forb,Goat,New plot,g1,n1,f1,s0,i0,b0,o0,t0,y2,FALSE
w_442_2017,w_442_2017_g0,w_442_2017_g0_n0_f0,w,442,2017,Ungrazed,Non-native,Not forb,Goat,New plot,g0,n0,f0,s0,i0,b0,o0,t0,y2,FALSE
w_442_2017,w_442_2017_g0,w_442_2017_g0_n0_f1,w,442,2017,Ungrazed,Non-native,Forb,Goat,New plot,g0,n0,f1,s0,i0,b0,o0,t0,y2,FALSE
w_442_2017,w_442_2017_g0,w_442_2017_g0_n1_f0,w,442,2017,Ungrazed,Native,Not forb,Goat,New plot,g0,n1,f0,s0,i0,b0,o0,t0,y2,FALSE
w_442_2017,w_442_2017_g0,w_442_2017_g0_n1_f1,w,442,2017,Ungrazed,Native,Forb,Goat,New plot,g0,n1,f1,s0,i0,b0,o0,t0,y2,FALSE
w_443_2017,w_443_2017_g1,w_443_2017_g1_n0_f0,w,443,2017,Grazed,Non-native,Not forb,Goat,One year,g1,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_443_2017,w_443_2017_g1,w_443_2017_g1_n0_f1,w,443,2017,Grazed,Non-native,Forb,Goat,One year,g1,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_443_2017,w_443_2017_g1,w_443_2017_g1_n1_f0,w,443,2017,Grazed,Native,Not forb,Goat,One year,g1,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_443_2017,w_443_2017_g1,w_443_2017_g1_n1_f1,w,443,2017,Grazed,Native,Forb,Goat,One year,g1,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_443_2017,w_443_2017_g0,w_443_2017_g0_n0_f0,w,443,2017,Ungrazed,Non-native,Not forb,Goat,One year,g0,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_443_2017,w_443_2017_g0,w_443_2017_g0_n0_f1,w,443,2017,Ungrazed,Non-native,Forb,Goat,One year,g0,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_443_2017,w_443_2017_g0,w_443_2017_g0_n1_f0,w,443,2017,Ungrazed,Native,Not forb,Goat,One year,g0,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_443_2017,w_443_2017_g0,w_443_2017_g0_n1_f1,w,443,2017,Ungrazed,Native,Forb,Goat,One year,g0,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_444_2017,w_444_2017_g1,w_444_2017_g1_n0_f0,w,444,2017,Grazed,Non-native,Not forb,Goat,One year,g1,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_444_2017,w_444_2017_g1,w_444_2017_g1_n0_f1,w,444,2017,Grazed,Non-native,Forb,Goat,One year,g1,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_444_2017,w_444_2017_g1,w_444_2017_g1_n1_f0,w,444,2017,Grazed,Native,Not forb,Goat,One year,g1,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_444_2017,w_444_2017_g1,w_444_2017_g1_n1_f1,w,444,2017,Grazed,Native,Forb,Goat,One year,g1,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_444_2017,w_444_2017_g0,w_444_2017_g0_n0_f0,w,444,2017,Ungrazed,Non-native,Not forb,Goat,One year,g0,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_444_2017,w_444_2017_g0,w_444_2017_g0_n0_f1,w,444,2017,Ungrazed,Non-native,Forb,Goat,One year,g0,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_444_2017,w_444_2017_g0,w_444_2017_g0_n1_f0,w,444,2017,Ungrazed,Native,Not forb,Goat,One year,g0,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_444_2017,w_444_2017_g0,w_444_2017_g0_n1_f1,w,444,2017,Ungrazed,Native,Forb,Goat,One year,g0,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_447_2017,w_447_2017_g1,w_447_2017_g1_n0_f0,w,447,2017,Grazed,Non-native,Not forb,Goat,One year,g1,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_447_2017,w_447_2017_g1,w_447_2017_g1_n0_f1,w,447,2017,Grazed,Non-native,Forb,Goat,One year,g1,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_447_2017,w_447_2017_g1,w_447_2017_g1_n1_f0,w,447,2017,Grazed,Native,Not forb,Goat,One year,g1,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_447_2017,w_447_2017_g1,w_447_2017_g1_n1_f1,w,447,2017,Grazed,Native,Forb,Goat,One year,g1,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_447_2017,w_447_2017_g0,w_447_2017_g0_n0_f0,w,447,2017,Ungrazed,Non-native,Not forb,Goat,One year,g0,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_447_2017,w_447_2017_g0,w_447_2017_g0_n0_f1,w,447,2017,Ungrazed,Non-native,Forb,Goat,One year,g0,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_447_2017,w_447_2017_g0,w_447_2017_g0_n1_f0,w,447,2017,Ungrazed,Native,Not forb,Goat,One year,g0,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_447_2017,w_447_2017_g0,w_447_2017_g0_n1_f1,w,447,2017,Ungrazed,Native,Forb,Goat,One year,g0,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_448_2017,w_448_2017_g1,w_448_2017_g1_n0_f0,w,448,2017,Grazed,Non-native,Not forb,Goat,One year,g1,n0,f0,s0,i1,b1,o1,t0,y2,TRUE
w_448_2017,w_448_2017_g1,w_448_2017_g1_n0_f1,w,448,2017,Grazed,Non-native,Forb,Goat,One year,g1,n0,f1,s0,i1,b1,o1,t0,y2,TRUE
w_448_2017,w_448_2017_g1,w_448_2017_g1_n1_f0,w,448,2017,Grazed,Native,Not forb,Goat,One year,g1,n1,f0,s0,i1,b1,o1,t0,y2,TRUE
w_448_2017,w_448_2017_g1,w_448_2017_g1_n1_f1,w,448,2017,Grazed,Native,Forb,Goat,One year,g1,n1,f1,s0,i1,b1,o1,t0,y2,TRUE
w_448_2017,w_448_2017_g0,w_448_2017_g0_n0_f0,w,448,2017,Ungrazed,Non-native,Not forb,Goat,One year,g0,n0,f0,s0,i1,b1,o1,t0,y2,TRUE
w_448_2017,w_448_2017_g0,w_448_2017_g0_n0_f1,w,448,2017,Ungrazed,Non-native,Forb,Goat,One year,g0,n0,f1,s0,i1,b1,o1,t0,y2,TRUE
w_448_2017,w_448_2017_g0,w_448_2017_g0_n1_f0,w,448,2017,Ungrazed,Native,Not forb,Goat,One year,g0,n1,f0,s0,i1,b1,o1,t0,y2,TRUE
w_448_2017,w_448_2017_g0,w_448_2017_g0_n1_f1,w,448,2017,Ungrazed,Native,Forb,Goat,One year,g0,n1,f1,s0,i1,b1,o1,t0,y2,TRUE
w_449_2017,w_449_2017_g1,w_449_2017_g1_n0_f0,w,449,2017,Grazed,Non-native,Not forb,Goat,One year,g1,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_449_2017,w_449_2017_g1,w_449_2017_g1_n0_f1,w,449,2017,Grazed,Non-native,Forb,Goat,One year,g1,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_449_2017,w_449_2017_g1,w_449_2017_g1_n1_f0,w,449,2017,Grazed,Native,Not forb,Goat,One year,g1,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_449_2017,w_449_2017_g1,w_449_2017_g1_n1_f1,w,449,2017,Grazed,Native,Forb,Goat,One year,g1,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_449_2017,w_449_2017_g0,w_449_2017_g0_n0_f0,w,449,2017,Ungrazed,Non-native,Not forb,Goat,One year,g0,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_449_2017,w_449_2017_g0,w_449_2017_g0_n0_f1,w,449,2017,Ungrazed,Non-native,Forb,Goat,One year,g0,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_449_2017,w_449_2017_g0,w_449_2017_g0_n1_f0,w,449,2017,Ungrazed,Native,Not forb,Goat,One year,g0,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_449_2017,w_449_2017_g0,w_449_2017_g0_n1_f1,w,449,2017,Ungrazed,Native,Forb,Goat,One year,g0,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_453_2017,w_453_2017_g1,w_453_2017_g1_n0_f0,w,453,2017,Grazed,Non-native,Not forb,Goat,New plot,g1,n0,f0,s0,i0,b0,o0,t0,y2,FALSE
w_453_2017,w_453_2017_g1,w_453_2017_g1_n0_f1,w,453,2017,Grazed,Non-native,Forb,Goat,New plot,g1,n0,f1,s0,i0,b0,o0,t0,y2,FALSE
w_453_2017,w_453_2017_g1,w_453_2017_g1_n1_f0,w,453,2017,Grazed,Native,Not forb,Goat,New plot,g1,n1,f0,s0,i0,b0,o0,t0,y2,FALSE
w_453_2017,w_453_2017_g1,w_453_2017_g1_n1_f1,w,453,2017,Grazed,Native,Forb,Goat,New plot,g1,n1,f1,s0,i0,b0,o0,t0,y2,FALSE
w_453_2017,w_453_2017_g0,w_453_2017_g0_n0_f0,w,453,2017,Ungrazed,Non-native,Not forb,Goat,New plot,g0,n0,f0,s0,i0,b0,o0,t0,y2,FALSE
w_453_2017,w_453_2017_g0,w_453_2017_g0_n0_f1,w,453,2017,Ungrazed,Non-native,Forb,Goat,New plot,g0,n0,f1,s0,i0,b0,o0,t0,y2,FALSE
w_453_2017,w_453_2017_g0,w_453_2017_g0_n1_f0,w,453,2017,Ungrazed,Native,Not forb,Goat,New plot,g0,n1,f0,s0,i0,b0,o0,t0,y2,FALSE
w_453_2017,w_453_2017_g0,w_453_2017_g0_n1_f1,w,453,2017,Ungrazed,Native,Forb,Goat,New plot,g0,n1,f1,s0,i0,b0,o0,t0,y2,FALSE
w_455_2017,w_455_2017_g1,w_455_2017_g1_n0_f0,w,455,2017,Grazed,Non-native,Not forb,Goat,One year,g1,n0,f0,s0,i1,b1,o1,t0,y2,TRUE
w_455_2017,w_455_2017_g1,w_455_2017_g1_n0_f1,w,455,2017,Grazed,Non-native,Forb,Goat,One year,g1,n0,f1,s0,i1,b1,o1,t0,y2,TRUE
w_455_2017,w_455_2017_g1,w_455_2017_g1_n1_f0,w,455,2017,Grazed,Native,Not forb,Goat,One year,g1,n1,f0,s0,i1,b1,o1,t0,y2,TRUE
w_455_2017,w_455_2017_g1,w_455_2017_g1_n1_f1,w,455,2017,Grazed,Native,Forb,Goat,One year,g1,n1,f1,s0,i1,b1,o1,t0,y2,TRUE
w_455_2017,w_455_2017_g0,w_455_2017_g0_n0_f0,w,455,2017,Ungrazed,Non-native,Not forb,Goat,One year,g0,n0,f0,s0,i1,b1,o1,t0,y2,TRUE
w_455_2017,w_455_2017_g0,w_455_2017_g0_n0_f1,w,455,2017,Ungrazed,Non-native,Forb,Goat,One year,g0,n0,f1,s0,i1,b1,o1,t0,y2,TRUE
w_455_2017,w_455_2017_g0,w_455_2017_g0_n1_f0,w,455,2017,Ungrazed,Native,Not forb,Goat,One year,g0,n1,f0,s0,i1,b1,o1,t0,y2,TRUE
w_455_2017,w_455_2017_g0,w_455_2017_g0_n1_f1,w,455,2017,Ungrazed,Native,Forb,Goat,One year,g0,n1,f1,s0,i1,b1,o1,t0,y2,TRUE
w_456_2017,w_456_2017_g1,w_456_2017_g1_n0_f0,w,456,2017,Grazed,Non-native,Not forb,Goat,One year,g1,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_456_2017,w_456_2017_g1,w_456_2017_g1_n0_f1,w,456,2017,Grazed,Non-native,Forb,Goat,One year,g1,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_456_2017,w_456_2017_g1,w_456_2017_g1_n1_f0,w,456,2017,Grazed,Native,Not forb,Goat,One year,g1,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_456_2017,w_456_2017_g1,w_456_2017_g1_n1_f1,w,456,2017,Grazed,Native,Forb,Goat,One year,g1,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_456_2017,w_456_2017_g0,w_456_2017_g0_n0_f0,w,456,2017,Ungrazed,Non-native,Not forb,Goat,One year,g0,n0,f0,s0,i1,b1,o1,t0,y2,FALSE
w_456_2017,w_456_2017_g0,w_456_2017_g0_n0_f1,w,456,2017,Ungrazed,Non-native,Forb,Goat,One year,g0,n0,f1,s0,i1,b1,o1,t0,y2,FALSE
w_456_2017,w_456_2017_g0,w_456_2017_g0_n1_f0,w,456,2017,Ungrazed,Native,Not forb,Goat,One year,g0,n1,f0,s0,i1,b1,o1,t0,y2,FALSE
w_456_2017,w_456_2017_g0,w_456_2017_g0_n1_f1,w,456,2017,Ungrazed,Native,Forb,Goat,One year,g0,n1,f1,s0,i1,b1,o1,t0,y2,FALSE
w_457_2017,w_457_2017_g1,w_457_2017_g1_n0_f0,w,457,2017,Grazed,Non-native,Not forb,Goat,New plot,g1,n0,f0,s0,i0,b0,o0,t0,y2,FALSE
w_457_2017,w_457_2017_g1,w_457_2017_g1_n0_f1,w,457,2017,Grazed,Non-native,Forb,Goat,New plot,g1,n0,f1,s0,i0,b0,o0,t0,y2,FALSE
w_457_2017,w_457_2017_g1,w_457_2017_g1_n1_f0,w,457,2017,Grazed,Native,Not forb,Goat,New plot,g1,n1,f0,s0,i0,b0,o0,t0,y2,FALSE
w_457_2017,w_457_2017_g1,w_457_2017_g1_n1_f1,w,457,2017,Grazed,Native,Forb,Goat,New plot,g1,n1,f1,s0,i0,b0,o0,t0,y2,FALSE
w_457_2017,w_457_2017_g0,w_457_2017_g0_n0_f0,w,457,2017,Ungrazed,Non-native,Not forb,Goat,New plot,g0,n0,f0,s0,i0,b0,o0,t0,y2,FALSE
w_457_2017,w_457_2017_g0,w_457_2017_g0_n0_f1,w,457,2017,Ungrazed,Non-native,Forb,Goat,New plot,g0,n0,f1,s0,i0,b0,o0,t0,y2,FALSE
w_457_2017,w_457_2017_g0,w_457_2017_g0_n1_f0,w,457,2017,Ungrazed,Native,Not forb,Goat,New plot,g0,n1,f0,s0,i0,b0,o0,t0,y2,FALSE
w_457_2017,w_457_2017_g0,w_457_2017_g0_n1_f1,w,457,2017,Ungrazed,Native,Forb,Goat,New plot,g0,n1,f1,s0,i0,b0,o0,t0,y2,FALSE
w_458_2017,w_458_2017_g1,w_458_2017_g1_n0_f0,w,458,2017,Grazed,Non-native,Not forb,Goat,New plot,g1,n0,f0,s0,i0,b0,o0,t0,y2,TRUE
w_458_2017,w_458_2017_g1,w_458_2017_g1_n0_f1,w,458,2017,Grazed,Non-native,Forb,Goat,New plot,g1,n0,f1,s0,i0,b0,o0,t0,y2,TRUE
w_458_2017,w_458_2017_g1,w_458_2017_g1_n1_f0,w,458,2017,Grazed,Native,Not forb,Goat,New plot,g1,n1,f0,s0,i0,b0,o0,t0,y2,TRUE
w_458_2017,w_458_2017_g1,w_458_2017_g1_n1_f1,w,458,2017,Grazed,Native,Forb,Goat,New plot,g1,n1,f1,s0,i0,b0,o0,t0,y2,TRUE
w_458_2017,w_458_2017_g0,w_458_2017_g0_n0_f0,w,458,2017,Ungrazed,Non-native,Not forb,Goat,New plot,g0,n0,f0,s0,i0,b0,o0,t0,y2,TRUE
w_458_2017,w_458_2017_g0,w_458_2017_g0_n0_f1,w,458,2017,Ungrazed,Non-native,Forb,Goat,New plot,g0,n0,f1,s0,i0,b0,o0,t0,y2,TRUE
w_458_2017,w_458_2017_g0,w_458_2017_g0_n1_f0,w,458,2017,Ungrazed,Native,Not forb,Goat,New plot,g0,n1,f0,s0,i0,b0,o0,t0,y2,TRUE
w_458_2017,w_458_2017_g0,w_458_2017_g0_n1_f1,w,458,2017,Ungrazed,Native,Forb,Goat,New plot,g0,n1,f1,s0,i0,b0,o0,t0,y2,TRUE
w_459_2017,w_459_2017_g1,w_459_2017_g1_n0_f0,w,459,2017,Grazed,Non-native,Not forb,Goat,One year,g1,n0,f0,s0,i1,b1,o1,t0,y2,TRUE
w_459_2017,w_459_2017_g1,w_459_2017_g1_n0_f1,w,459,2017,Grazed,Non-native,Forb,Goat,One year,g1,n0,f1,s0,i1,b1,o1,t0,y2,TRUE
w_459_2017,w_459_2017_g1,w_459_2017_g1_n1_f0,w,459,2017,Grazed,Native,Not forb,Goat,One year,g1,n1,f0,s0,i1,b1,o1,t0,y2,TRUE
w_459_2017,w_459_2017_g1,w_459_2017_g1_n1_f1,w,459,2017,Grazed,Native,Forb,Goat,One year,g1,n1,f1,s0,i1,b1,o1,t0,y2,TRUE
w_459_2017,w_459_2017_g0,w_459_2017_g0_n0_f0,w,459,2017,Ungrazed,Non-native,Not forb,Goat,One year,g0,n0,f0,s0,i1,b1,o1,t0,y2,TRUE
w_459_2017,w_459_2017_g0,w_459_2017_g0_n0_f1,w,459,2017,Ungrazed,Non-native,Forb,Goat,One year,g0,n0,f1,s0,i1,b1,o1,t0,y2,TRUE
w_459_2017,w_459_2017_g0,w_459_2017_g0_n1_f0,w,459,2017,Ungrazed,Native,Not forb,Goat,One year,g0,n1,f0,s0,i1,b1,o1,t0,y2,TRUE
w_459_2017,w_459_2017_g0,w_459_2017_g0_n1_f1,w,459,2017,Ungrazed,Native,Forb,Goat,One year,g0,n1,f1,s0,i1,b1,o1,t0,y2,TRUE
